Тип,Підтип,Бенефіціар,Інвестор,Країна,Найменування суб'єкта госпощдарювання,Область,Район,"Потужність, МВт","Дата встановлення ""Зеленого тарифу""",Місяць,Квартал,Рік,Зелений Тариф ЕЦ,% надбавки,Тариф+ надбавка,Дата встановлення надбавки,Січ.17,Лют.17,Бер.17,Кві.17,Тра.17,Чер.17,Лип.17,Сер.17,Вер.17,Жов.17,Лис.17,Гру.17,Січ.18,Лют.18,Бер.18,Кві.18,Тра.18,Чер.18,Лип.18,Сер.18,Вер.18,Жов.18,Лис.18,Гру.18,Січ.19,Лют.19,Бер.19,Кві.19,Тра.19,Чер.19,Лип.19,Сер.19,1,2,3,4,5,6,7,8,9,10,11,12,Всього
СЕС,Земля,Хмельницький,,Україна,"ТОВ ""Димерська сонячна електростанція- 1""",Київська ,Броварський,6.0,2017-07-27,7.0,3,2017.0,0.1503,0.05,0.1578,2018-01-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.696,0.31699999999999995,0.14000000000000012,0.07499999999999996,0.194,0.29,0.506,0.905,1.1,0.969,0.848,0.981,0.682,0.555,0.22,0.014,0.127,0.277,0.583,0.783,0.857,1.063,0.95,0.916,193.20524982296016,333.1515744747817,562.0516358486113,798.8838775670783,983.5903627350697,1019.8517585962704,1036.2827035958771,895.7697946337241,628.9085844677,403.9746132661893,186.97282240931628,158.07702258242193,7200.719999999999
СЕС,Земля,Acciona Energia,Acciona Energia,Іспанія,"ТОВ ""Димерська сонячна електростанція- 2""",Київська ,Броварський,11.642,2019-05-31,5.0,2,2019.0,0.1503,0.0,0.1503,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.876,1.712,1.758,374.8825864064836,646.4251050059013,1090.5675240915884,1550.101017105988,1908.4931671602799,1978.852362262963,2010.7338725438665,1738.0919915209693,1220.2922900621606,783.8454079408291,362.78959974821,306.7221161507593,13971.79704
СЕС,Земля,Acciona Energia,Acciona Energia,Іспанія,"ТОВ ""Димерська сонячна електростанція- 3""",Київська ,Броварський,11.975,2019-05-31,5.0,2,2019.0,0.1503,0.0,0.1503,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.901,1.753,1.811,385.6054777716579,664.9150173892517,1121.7613898811865,1594.4390723109605,1963.0824322920764,2035.4541348650562,2068.2475625934376,1787.8072151231413,1255.1967165001183,806.2659989771028,373.16659139192706,315.4953909040837,14371.437
СЕС,Земля,,,,"ТОВ ""Дніпро Енерго""",Дніпропетровська ,Павлоградський,1.644,2017-04-13,4.0,2,2017.0,0.1599,0.0,0.1599,0,0.0,0.0,0.0,0.0,0.0,0.0,0.264,0.258,0.22299999999999998,0.09399999999999997,0.04700000000000004,0.028000000000000025,0.041,0.075,0.158,0.244,0.281,0.291,0.258,0.292,0.185,0.171,0.073,0.013,0.046,0.07,0.161,0.23,0.253,0.286,0.271,0.26,52.938238451491074,91.28353140609018,154.00214822251948,218.89418245337947,269.503759389409,279.4393818553781,283.94146078527024,245.44092372964042,172.32095214414983,110.68904403493586,51.23055334015265,43.313104187583605,1972.9972799999998
СЕС,Земля,,,,"ТОВ ""Дніпро Енерго""",Дніпропетровська ,Солонянський,9.359,2019-05-28,5.0,2,2019.0,0.1503,0.05,0.1578,2019-06-25 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.883,1.5,301.3679888488473,519.660930918247,876.706876651192,1246.1257016917145,1534.237034139586,1590.7987681170823,1616.4283038256353,1397.2515846628373,980.9925736722009,630.1330675930443,291.64644082146515,246.57380905814776,11231.92308
СЕС,Земля,,,,"ТОВ ""Дніпро Енергоінвест""",Дніпропетровська ,Новомосковський,2.16,2018-12-07,12.0,4,2018.0,0.1503,0.0,0.1503,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.343,0.337,0.341,69.55388993626565,119.93456681092141,202.33858890550005,287.59819592414823,354.0925305846251,367.1466330946574,373.0617732945157,322.4771260681407,226.40709040837206,145.43086077582814,67.31021606735385,56.90772812967189,2592.2592
СЕС,Земля,,,,"ТОВ ""Доброслав-Солар""",Вінницька ,Літинський,1.794,2019-06-21,6.0,2,2019.0,0.1503,0.0,0.1503,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.76836969706509,99.61232076795972,168.05343911873476,238.86627939255646,294.0935184577858,304.9356758202848,309.84852837516723,267.83516859548354,188.04366675584237,120.7884093665906,55.90487390038557,47.265029752144144,2153.01528
СЕС,Земля,CNBM,CNBM,Китай,"ТОВ ""ДУНАЙСЬКА CЕC-1""",Одеська ,Арцизський,21.516,2012-10-04,10.0,4,2012.0,0.2585,0.0,0.2585,0,1.098,1.6039999999999999,2.54,2.9539999999999997,3.7430000000000003,3.616999999999999,3.5540000000000003,3.4990000000000023,3.154,2.032,0.847999999999999,0.8659999999999997,1.109,0.964,1.95,3.629,3.653,3.247,3.177,3.677,2.606,2.711,0.609,0.68,0.773,1.348,3.105,2.889,3.28,3.334,3.348,3.626,692.834025865135,1194.681546066567,2015.5171661531194,2864.797584955543,3527.155040767959,3657.1884063262255,3716.109775094814,3212.230483556534,2255.2661839011726,1448.6529631725546,670.484541159808,566.8642029805649,25821.78191999999
СЕС,Земля,CNBM,CNBM,Китай,"ТОВ ""ДУНАЙСЬКА СЕС-2""",Одеська ,Арцизський,21.618,2012-10-22,10.0,4,2012.0,0.2585,0.0,0.2585,0,1.069,1.5950000000000002,2.533,2.95,3.735999999999999,3.5950000000000006,3.5329999999999995,3.490000000000002,3.137999999999998,2.025000000000002,0.843,0.8619999999999983,1.103,0.948,1.926,3.615,3.646,3.229,3.166,3.659,2.587,2.694,0.601,0.672,0.766,1.335,3.091,2.879,3.266,3.319,3.342,3.619,696.1185151121254,1200.3451228326383,2025.072043962546,2878.3786108741833,3543.8760769344553,3674.5258862223627,3733.7265810559447,3227.458570065308,2265.9576298371235,1455.5205315980797,673.6630791407664,569.551512364466,25944.19416
СЕС,Земля,,,,"ТОВ ""Захід Агроенергоінвест""",Тернопільська,Теребовлянський,2.376,2019-05-11,5.0,2,2019.0,0.1503,0.0,0.1503,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.382,0.368,0.352,76.5092789298922,131.92802349201355,222.57244779605003,316.35801551656306,389.50178364308755,403.8612964041231,410.36795062396726,354.72483867495475,249.04779944920924,159.97394685341095,74.04123767408923,62.59850094263908,2851.48512
СЕС,Земля,Ахметов,,Україна,"ПАТ ""ДТЕК Західенерго""",Вінницька ,,0.527,2018-02-27,2.0,1,2018.0,0.1503,0.0,0.1503,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064,0.088,0.055,0.049,0.012,0.004,0.003,0.023,0.048,0.067,0.072,0.087,0.078,0.078,16.96986110945,29.261813291368323,49.366868682036355,70.16863391297505,86.39202019356361,89.57697946337242,91.02016413250453,78.67844696199545,55.23913733574633,35.48243686521363,16.42244623495161,13.884431816822726,632.4632400000002
СЕС,Земля,Уго Кастільйо,Ей Холдінг Лтд (A Holding Ltd),Беліз,"ТОВ ""ЗАС Енергосервіс""",Кіровоградська ,Вільшанський,12.367,2018-07-31,7.0,3,2018.0,0.1503,0.05,0.1578,2018-09-25 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.058,1.268,1.261,0.381,0.119,0.251,0.554,1.271,1.606,1.446,2.042,1.95,1.862,398.2282207600913,686.6809202549376,1158.4820967566293,1646.6328189786766,2027.343669324101,2102.084449760013,2135.951365895035,1846.3308417058777,1296.2854106853415,832.6590070438273,385.38214912266903,325.823089712802,14841.88404
СЕС,Земля,,,,"ТОВ ""З-Енерджі""",Кіровоградська ,Кіровоградський,6.198,2019-02-26,2.0,1,2019.0,0.1503,0.0,0.1503,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.238,0.644,0.88,0.89,0.904,1.008,0.987,199.58102306711783,344.1455764324495,580.5993398316155,825.2470455267921,1016.0488447053269,1053.5068666299474,1070.480032814541,925.3301978566371,649.6625677551342,417.30577550397356,193.1429255488237,163.29356432764183,7438.34376
СЕС,Земля,,,,"СТОВ ""Зоря""",Кіровоградська ,Новоукраїнський,0.252,2018-01-11,1.0,1,2018.0,0.1503,0.0,0.1503,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.008,0.017,0.03,0.043,0.032,0.036,0.042,0.024,0.017,0.008,0.001,0.002,0.012,0.024,0.032,0.034,0.028,0.039,0.037,8.114620492564326,13.99236612794083,23.606168705641668,33.55312285781729,41.31079523487293,42.833773861043355,43.523873551026824,37.622331374616415,26.414160547643405,16.96693375717995,7.852858541191283,6.63923494846172,302.43023999999997
СЕС,Земля,,,,"ПП ""Зоря 2003""",Луганська ,м. Антрацит,0.03,2011-08-04,8.0,3,2011.0,0.4653,0.0,0.4653,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9660262491148006,1.6657578723739082,2.8102581792430557,3.9944193878353915,4.917951813675348,5.0992587929813515,5.181413517979385,4.4788489731686205,3.1445429223385,2.0198730663309465,0.9348641120465813,0.7903851129121096,36.0036
СЕС,Земля,,,,"ТОВ ""ЕВДА ЕНЕРГО""",Одеська ,Любашівський,4.03,2016-08-04,8.0,3,2016.0,0.1696,0.0,0.1696,0,0.227,0.24000000000000002,0.449,0.564,0.6749999999999998,0.6800000000000002,0.6550000000000002,0.6159999999999997,0.524,0.2569999999999997,0.1200000000000001,0.10800000000000054,0.173,0.126,0.332,0.62,0.692,0.631,0.646,0.689,0.431,0.453,0.142,0.043,0.101,0.178,0.479,0.538,0.583,0.655,0.646,0.641,129.7695261310882,223.76680752222836,377.5113487449839,536.5836710992211,660.6448603037218,685.000431190495,696.036549248564,601.658712062318,422.4169325674719,271.33628191045716,125.58341238492409,106.17506683452673,4836.4836
СЕС,Земля,,,,"ТОВ ""Еко-Альтеп""",Дніпропетровська ,Солонянський,3.279,2018-08-28,8.0,3,2018.0,0.1503,0.0,0.1503,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.492,0.546,0.788,0.875,105.58666902824771,182.0673354504682,307.16121899126597,436.5900390904083,537.5321332347155,557.3489860728617,566.3284975151469,489.5381927673303,343.6985414115981,220.77212614997242,102.18064744669134,86.38909284129358,3935.1934799999995
СЕС,Земля,,,,"ТОВ ""Еко-Альтеп""",Дніпропетровська ,Солонянський,2.21,2019-06-11,6.0,2,2019.0,0.1503,0.0,0.1503,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.16393368479032,122.71082993154457,207.0223525375718,294.2555615705405,362.28911694075066,375.64539774962634,381.69746249114803,329.9418743567551,231.6479952789362,148.79731588637972,68.86832292076481,58.22503665119207,2652.2652000000003
СЕС,Земля,Краснов,,Україна,"ТОВ ""Екоенергосервіс Дніпро""",Дніпропетровська ,Солонянський,2.47,2017-02-21,2.0,1,2017.0,0.1599,0.0,0.1599,0,0.0,0.0,0.0,0.0,0.0,0.356,0.383,0.364,0.33899999999999997,0.139,0.06800000000000006,0.038999999999999924,0.041,0.106,0.216,0.381,0.423,0.405,0.374,0.431,0.255,0.263,0.102,0.022,0.049,0.109,0.265,0.357,0.366,0.42,0.427,0.375,79.5361611771186,137.1473981587851,231.37792342434497,328.87386293178065,404.91136599260363,419.83897395546467,426.603046313636,368.7585654575498,258.9007006058699,166.30288246124795,76.97047855850187,65.07504096309702,2964.2964
СЕС,Земля,Краснов,,Україна,"ТОВ ""Екоенергосервіс Дніпро""",Дніпропетровська ,Солонянський,1.3,2018-03-23,3.0,1,2018.0,0.1503,0.0,0.1503,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149,0.215,0.197,0.22,0.131,0.133,0.052,0.012,0.025,0.056,0.134,0.182,0.188,0.213,0.215,0.193,41.86113746164136,72.1828411362027,121.77785443386577,173.09150680620033,213.11124525926508,220.96788102919191,224.52791911243997,194.08345550397357,136.26352663466835,87.52783287434102,40.510778188685194,34.250021559524754,1560.156
СЕС,Земля,Краснов,,Україна,"ТОВ ""Екоенергосервіс Дніпро""",Дніпропетровська ,Солонянський,3.208,2018-09-28,9.0,3,2018.0,0.1503,0.0,0.1503,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.3004069053427,178.12504181918328,300.5102746337242,427.1365798725313,525.8929806090172,545.2807402628059,554.0658188559289,478.93825019749784,336.256456495397,215.9917598929892,99.96813571484778,84.51851474073493,3849.9849600000007
СЕС,Земля,Краснов,,Україна,"ТОВ ""Екоенергосервіс Дніпро""",Дніпропетровська ,Солонянський,2.025,2019-08-20,8.0,3,2019.0,0.1503,0.0,0.1503,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.20677181524903,112.4386563852388,189.69242709890628,269.623308678889,331.96174742308597,344.19996852624126,349.74541246360843,302.3223056888819,212.25664725784875,136.34143197733889,63.103327563144234,53.350995121567394,2430.243
СЕС,Земля,,,,"ТОВ ""ЕКОСОЛАР ІНВЕСТ""",Вінницька ,Могилів-Подільський,1.0,2012-12-27,12.0,4,2012.0,0.4653,0.0,0.4653,0,0.038,0.053,0.10800000000000001,0.14400000000000002,0.15899999999999997,0.17000000000000004,0.15699999999999992,0.15700000000000003,0.1160000000000001,0.06999999999999984,0.026000000000000023,0.018000000000000016,0.038,0.046,0.091,0.164,0.171,0.142,0.15,0.167,0.116,0.109,0.026,0.013,0.015,0.047,0.105,0.134,0.127,0.149,0.154,0.157,32.20087497049336,55.525262412463604,93.6752726414352,133.14731292784643,163.9317271225116,169.9752930993784,172.71378393264615,149.29496577228736,104.81809741128336,67.32910221103154,31.162137068219373,26.346170430403653,1200.1200000000001
СЕС,Земля,,,Україна,"ТОВ ""Екотехнік Велика Добронь""",Закарпатська ,Ужгородський,1.485,2018-01-11,1.0,1,2018.0,0.1503,0.0,0.1503,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.093,0.199,0.243,0.216,0.825,0.815,0.837,0.691,0.377,0.095,0.172,0.557,1.294,1.437,3.36,4.487,4.133,4.243,47.81829933118264,82.45501468250846,139.10777987253127,197.72375969785196,243.43861477692974,252.41331025257693,256.4799691399796,221.70302417184678,155.6548746557558,99.98371678338185,46.27577354630578,39.12406308914942,1782.1782
СЕС,Земля,,,Україна,"ТОВ ""Екотехнік Велика Добронь""",Закарпатська ,Ужгородський,5.907,2018-06-26,6.0,2,2018.0,0.1503,0.0,0.1503,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.21056845070427,327.9877250704225,553.3398354929577,786.5011774647887,968.3447121126761,1004.0440563380283,1020.220321690141,881.8853628169013,619.1605014084508,397.7130067605634,184.07474366197187,155.6268287323944,7089.10884
СЕС,Земля,,,Україна,"ТОВ ""Екотехнік Велика Добронь""",Закарпатська ,Ужгородський,3.326,2019-02-12,2.0,1,2019.0,0.1503,0.0,0.1503,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.10011015186092,184.677022783854,311.56395680541345,442.8479627980171,545.2369244094737,565.3378248485326,574.4460453599811,496.55505615862774,348.62499198992845,223.93659395389093,103.64526788889765,87.62736285152255,3991.59912
СЕС,Земля,,,Україна,"ТОВ ""Екотехнік Велика Добронь""",Вінницька ,Барський,16.863,2019-04-09,4.0,2,2019.0,0.1503,0.0,0.1503,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,543.0033546274294,936.3225000613738,1579.6461225525218,2245.263137902274,2764.380714466913,2866.2933675348177,2912.472538456212,2517.5610078180816,1767.547576646471,1135.3706505846249,525.4871173813833,444.27547196789675,20237.62356
СЕС,Земля,,,Україна,"ТОВ ""ЕКОТЕХНІК-ДУНАЇВЦІ""",Хмельницька ,Дунаєвецький,4.897,2017-02-14,2.0,1,2017.0,0.1599,0.0,0.1599,0,0.0,0.0,0.0,0.0,0.761,0.8190000000000001,0.7989999999999999,0.7349999999999999,0.5289999999999999,0.3430000000000004,0.11199999999999966,0.07600000000000051,0.137,0.161,0.357,0.746,0.819,0.696,0.705,0.789,0.52,0.441,0.111,0.045,0.036,0.253,0.464,0.645,0.643,0.873,0.78,0.767,157.687684730506,271.9072100338343,458.72781012510825,652.0223914076639,802.7736677189394,832.369010307656,845.7793999181683,731.0974473868912,513.2942230230545,329.7106135274215,152.6009852230703,129.0171965976867,5876.98764
СЕС,Земля,,,Україна,"ТОВ ""ЕКОТЕХНІК-ДУНАЇВЦІ""",Хмельницька ,Дунаєвецький,5.003,2018-01-11,1.0,1,2018.0,0.1503,0.0,0.1503,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.157,0.185,0.42,0.788,0.85,0.715,0.726,0.817,0.548,0.477,0.126,0.051,0.062,0.287,0.491,0.681,0.661,0.889,0.799,0.793,161.10097747737825,277.7928878495555,468.6573890251003,666.1360065780157,820.1504307939256,850.3863913761901,864.0870610150287,746.9227137587536,524.4049413486507,336.8474983617908,155.90417175230155,131.8098906633095,6004.20036
СЕС,Земля,,,Україна,"ТОВ ""ЕКОТЕХНІК-ДУНАЇВЦІ""",Хмельницька ,Дунаєвецький,4.657,2018-06-26,6.0,2,2018.0,0.1503,0.0,0.1503,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.678,0.765,0.527,0.455,0.114,0.051,0.065,0.244,0.454,0.613,0.612,0.82,0.751,0.729,149.95947473758756,258.58114705484303,436.2457446911638,620.0670363049808,763.4300532095365,791.5749399638052,804.3280917743332,695.2666556015422,488.13787964434664,313.5516289967739,145.12207232669763,122.69411569438982,5588.95884
СЕС,Земля,,,Україна,"ТОВ ""ЕКОТЕХНІК МИНЬКІВЦІ""",Хмельницька ,Дунаєвецький,0.559,2017-04-06,4.0,2,2017.0,0.1503,0.0,0.1503,0,0.0,0.0,0.0,0.059,0.09,0.096,0.09400000000000003,0.08599999999999997,0.059,0.039000000000000035,0.013000000000000012,0.009000000000000008,0.016,0.022,0.048,0.177,0.193,0.151,0.169,0.183,0.124,0.112,0.025,0.011,0.012,0.055,0.144,0.203,0.192,0.267,0.245,0.241,18.000289108505786,31.03862168856716,52.36447740656229,74.42934792666615,91.637835461484,95.01618884255254,96.5470052183492,83.45588586670864,58.593316452907395,37.63696813596664,17.41963462113463,14.727509270595643,670.8670800000001
СЕС,Земля,,,Україна,"ТОВ ""ЕКОТЕХНІК МИНЬКІВЦІ""",Хмельницька ,Дунаєвецький,0.56,2018-03-23,3.0,1,2018.0,0.1503,0.0,0.1503,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.03248998347628,31.094146950979624,52.458152679203714,74.562495239594,91.8017671886065,95.18616413565192,96.71971900228186,83.60518083248093,58.69813455031869,37.70429723817767,17.450796758202852,14.753855441026047,672.0672000000001
СЕС,Земля,,,Україна,"ТОВ ""ЕКОТЕХНІК МИНЬКІВЦІ""",Хмельницька ,Дунаєвецький,0.393,2019-01-29,1.0,1,2019.0,0.1503,0.0,0.1503,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.654943863403888,21.821428128098198,36.814382148084036,52.32689398064363,64.42516875914707,66.80029018805571,67.87651708552994,58.67292154850894,41.19351228263436,26.460337168935396,12.246719867810214,10.354044979148636,471.64716
СЕС,Земля,,TIU Canada,Канада,"ТОВ ""Екотехнік Нікополь""",Дніпропетровська ,,10.498,2018-01-11,1.0,1,2018.0,0.1503,0.0,0.1503,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.364,0.796,1.563,1.769,1.726,1.566,1.725,1.074,1.048,0.396,0.129,0.208,0.46,1.033,1.327,1.354,1.533,1.621,1.473,338.0447854402392,582.904204806043,983.4030121897866,1397.7804911165315,1720.9552713321268,1784.4006269572742,1813.1493037249193,1567.2985506774728,1100.3803866236526,706.8209150114092,327.140114942167,276.5820971783775,12598.859760000001
СЕС,Земля,,,,"ТОВ ""ЕКОТЕХНІК-НОВА УШИЦЯ""",Хмельницька ,Новоушицький,4.903,2016-02-04,2.0,1,2016.0,0.1696,0.0,0.1696,0,0.171,0.28900000000000003,0.49999999999999994,0.6990000000000001,0.7859999999999998,0.734,0.75,0.7520000000000002,0.5419999999999998,0.36300000000000043,0.12699999999999978,0.08499999999999996,0.189,0.23,0.474,0.774,0.839,0.691,0.706,0.847,0.576,0.557,0.132,0.06,0.093,0.272,0.502,0.663,0.648,0.836,0.763,0.792,157.8808899803289,272.24036160830906,459.28986176095674,652.8212752852309,803.7572580816743,833.3888620662522,846.8156826217639,731.9932171815249,513.9231316075222,330.1145881406876,152.78795804547957,129.17527362026908,5884.188359999997
СЕС,Дах,,,,"ТОВ ""Еко Сезар""",Черкаська ,Уманський,0.522,2019-02-12,2.0,1,2019.0,0.1637,0.0,0.1637,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.808856734597533,28.984186979306006,48.89849231882917,69.50289734833582,85.57236155795106,88.72710299787553,90.1565952128413,77.931972133134,54.71504684868991,35.14579135415847,16.266635549610516,13.752700964670707,626.4626400000001
СЕС,Земля,,,,"ТОВ ""Еко-Фотуре ""Грушка""",Хмельницька ,"Кам""янець-Подільський р-н",3.465,2019-05-17,5.0,2,2019.0,0.1503,0.0,0.1503,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.483,0.58,0.524,111.57603177275946,192.3950342591864,324.58481970257293,461.35543929498783,568.0234344795027,588.9643905893462,598.4532613266189,517.3070564009756,363.1947075300968,233.2953391612243,107.97680494138012,91.28948054134865,4158.4158
СЕС,Земля,,,,"ТОВ ""Еко-Фотуре""",Хмельницька ,"Кам""янець-Подільський р-н",1.045,2018-06-26,6.0,2,2018.0,0.1503,0.0,0.1503,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.168,0.123,0.106,0.028,0.016,0.016,0.118,0.224,0.281,0.278,0.362,0.342,0.324,33.64991434416555,58.02389922102447,97.89065991029979,139.13894200959948,171.3086548430246,177.62418128885042,180.4859042096152,156.0132392320403,109.53491179479111,70.35891181052796,32.56443323628925,27.531748099771814,1254.1254000000001
СЕС,Земля,,,,"ТОВ ""Еко-Фотуре""",Хмельницька ,"Кам""янець-Подільський р-н",1.132,2019-01-25,1.0,1,2019.0,0.1503,0.0,0.1503,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.451390466598475,62.8545970509088,106.04040863010464,150.7227582343221,185.57071510268312,192.41203178849634,195.51200341175542,169.00190125422927,118.65408626957276,76.2165437028877,35.27553916122433,29.82386492721693,1358.5358399999998
СЕС,Земля,,,,"ТОВ ""ЕКОТЕХНІК-ЯРМОЛИНЦІ""",Хмельницька ,Ярмолинський,0.494,2013-08-22,8.0,3,2013.0,0.4653,0.0,0.4653,0,0.017,0.027999999999999997,0.041999999999999996,0.065,0.07400000000000001,0.07599999999999998,0.07500000000000001,0.07300000000000001,0.05199999999999999,0.03500000000000003,0.01200000000000001,0.008000000000000007,0.019,0.031,0.051,0.075,0.08,0.067,0.066,0.078,0.056,0.051,0.016,0.009,0.012,0.029,0.047,0.066,0.058,0.078,0.076,0.074,15.907232235423718,27.429479631757022,46.27558468486899,65.77477258635614,80.98227319852073,83.96779479109293,85.3206092627272,73.75171309150996,51.78014012117397,33.260576492249584,15.394095711700373,13.015008192619403,592.85928
