Тип,Підтип,Бенефіціар,Інвестор,Країна,Найменування суб'єкта госпощдарювання,Область,Район,"Потужність, МВт","Дата встановлення ""Зеленого тарифу""",Місяць,Квартал,Рік,Зелений Тариф ЕЦ,% надбавки,Тариф+ надбавка,Дата встановлення надбавки,Січ.17,Лют.17,Бер.17,Кві.17,Тра.17,Чер.17,Лип.17,Сер.17,Вер.17,Жов.17,Лис.17,Гру.17,Січ.18,Лют.18,Бер.18,Кві.18,Тра.18,Чер.18,Лип.18,Сер.18,Вер.18,Жов.18,Лис.18,Гру.18,Січ.19,Лют.19,Бер.19,Кві.19,Тра.19,Чер.19,Лип.19,Сер.19,1,2,3,4,5,6,7,8,9,10,11,12,Всього
СЕС,Дах,,,,ТОВ «УКРПРОДЛОГІСТИКА» ,Вінницька ,,0.588,2020-01-31,1.0,1,2020.0,0.1637,0.0,0.1637,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.934114482650095,32.648854298528605,55.0810603131639,78.29062000157369,96.3918555480368,99.9454723424345,101.55570495239593,87.78543987410497,61.63304127783461,39.58951210008655,18.323336596112995,15.491548213077348,705.67056
СЕС,Земля,,,,ТОВ «АЙ БІ СІ» ,Харківська ,,1.055,2020-01-31,1.0,1,2020.0,0.1503,0.0,0.1503,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.97192309387049,58.579151845149106,98.82741263671412,140.47041513887797,172.94797211424972,179.3239342198442,182.2130420489417,157.50618888976314,110.58309276890392,71.03220283263826,32.87605460697144,27.795209804075853,1266.1265999999996
СЕС,Дах,,,,ТОВ «ІНТЕЛКОМ»,Івано-Франківська ,,0.089,2020-01-31,1.0,1,2020.0,0.1637,0.0,0.1637,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8658778723739085,4.941748354709261,8.337099265087733,11.85011085057833,14.589923713903534,15.127801085844677,15.371526770005506,13.287251953733573,9.328810669604216,5.992290096781807,2.7734301990715244,2.3448091683059245,106.81068
СЕС,Земля,,,,ПП «КОНСАЛТІМА-ГРУП»,Івано-Франківська ,,1.67,2020-02-07,2.0,1,2020.0,0.1503,0.0,0.1503,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.77546120072391,92.72718822881423,156.4377053111968,222.3560125895035,273.7659842945944,283.8587394759619,288.43201916751906,249.32259283971987,175.0462226768432,112.43960069242267,52.040768903926356,43.9981046187741,2004.2004
СЕС,Земля,,,,ТОВ «СТАНДАРТ-ГЕЛІОС»,Дніпропетровська ,,2.927,2020-02-07,2.0,1,2020.0,0.1503,0.0,0.1503,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.25196103863405,162.52244308128098,274.18752302148084,389.7221849398064,479.82816528759156,497.5176829018806,505.5332455708553,436.9863648154851,306.80257112282635,197.07228217168932,91.2115751986781,77.11524084979149,3512.7512400000005
СЕС,Земля,,,,ТОВ «ТОРГОВИЙ ДІМ ЯТРАНЬ» ,Кіровоградська ,,1.633,2020-02-07,2.0,1,2020.0,0.1503,0.0,0.1503,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.584028826815654,90.67275351955307,152.9717202234637,217.4295620111732,267.70051039106147,277.56965363128495,282.0416091620111,243.7986791061453,171.16795307262572,109.94842391061454,50.88776983240224,43.02329631284916,1959.7959600000004
СЕС,Дах,,,,ТОВ «ЖОВТА ЕНЕРГІЯ»,Чернівецька ,,0.355,2020-02-07,2.0,1,2020.0,0.1637,0.0,0.1637,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.431310614525142,19.71146815642458,33.2547217877095,47.267296089385475,58.195763128491606,60.34122905027933,61.31339329608937,52.999712849162016,37.21042458100559,23.9018312849162,11.06255865921788,9.352890502793297,426.04259999999994
СЕС,Дах,,,,ТОВ «СОЛАР ЕКО ЕНЕРДЖІ»,Вінницька ,,0.393,2020-02-07,2.0,1,2020.0,0.1637,0.0,0.1637,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.654943863403888,21.821428128098198,36.814382148084036,52.32689398064363,64.42516875914707,66.80029018805571,67.87651708552994,58.67292154850894,41.19351228263436,26.460337168935396,12.246719867810214,10.354044979148636,471.64716
СЕС,Земля,,,,ТОВ «ГЕЛІОСТРУМ»,Харківська ,,0.386,2020-02-14,2.0,1,2020.0,0.1503,0.0,0.1503,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.429537738610435,21.432751291210952,36.15865523959399,51.394862790148714,63.277646669289474,65.61046313636007,66.66752059800142,57.62785678810293,40.459785600755374,25.98903345345818,12.028584908332679,10.16962178613581,463.24632
СЕС,Земля,,,,ТОВ «ІВАШКІВСЬКІ САДИ»,Хмельницька ,,7.623,2020-02-14,2.0,1,2020.0,0.1503,0.0,0.1503,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.46726990007085,423.26907537021015,714.0866033456605,1014.9819664489733,1249.651555854906,1295.7216592965615,1316.5971749185617,1138.0755240821466,799.0283565662131,513.2497461546934,237.54897087103632,200.83685719096707,9148.51476
СЕС,Земля,,,,ПРАТ «ІНВЕСТОР» ,Одеська ,,3.599,2020-02-14,2.0,1,2020.0,0.1503,0.0,0.1503,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.89094901880559,199.83541942245657,337.1373062365253,479.1971792273192,589.9902859139193,611.7410798646629,621.5969083735936,537.3125818144622,377.2403325832088,242.31743885750254,112.15253130852153,94.81986737902275,4319.23188
СЕС,Земля,,,,ТОВ «СОЛАР БОЛГРАД»,Одеська ,,6.259,2020-02-14,2.0,1,2020.0,0.1503,0.0,0.1503,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.5452764403179,347.53261743960974,586.313531462743,833.3690316153907,1026.0486800598,1063.8753595090093,1081.0155736344323,934.4371907687466,656.0564716972226,421.41285073884643,195.04381590998508,164.90068072389647,7511.551080000001
СЕС,Земля,,,,ТОВ «УМАНЬ ТРЕ» ,Черкаська ,,3.536,2020-02-14,2.0,1,2020.0,0.1503,0.0,0.1503,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.8622938956645,196.33732789047133,331.2357640601149,470.80889851286486,579.662587105201,601.032636399402,610.7159399858367,527.9069989708081,370.63679244629793,238.07570541820758,110.18931667322371,93.16005864190733,4243.62432
СЕС,Земля,,,,ТОВ «УМАНЬ КВАДРО»,Черкаська ,,2.859,2020-02-14,2.0,1,2020.0,0.1503,0.0,0.1503,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0623015406405,158.74672523723348,267.8176044818632,380.6681676607129,468.6808078432606,485.95936297112286,493.7887082634353,426.8343071429696,299.6749404988591,192.49390322133922,89.0925498780392,75.32370126052405,3431.1430800000003
СЕС,Дах,,,,КП «АГРОПРОЕКТТЕХБУД» ДНІПРОПЕТРОВСЬКОЇ ОБЛАСНОЇ РАДИ»,Дніпропетровська ,,0.042,2020-02-14,2.0,1,2020.0,0.1637,0.0,0.1637,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.352436748760721,2.332061021323472,3.934361450940279,5.59218714296955,6.885132539145488,7.138962310173893,7.253978925171138,6.27038856243607,4.402360091273901,2.827822292863325,1.3088097568652137,1.1065391580769535,50.40504000000001
СЕС,Дах,,,,ПРАТ «МЕТАЛУРГМАШ» ,Дніпропетровська ,,0.09,2020-02-14,2.0,1,2020.0,0.1637,0.0,0.1637,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.898078747344402,4.997273617121724,8.430774537729167,11.983258163506175,14.753855441026044,15.297776378944054,15.544240553938153,13.436546919505862,9.433628767015502,6.059619198992838,2.804592336139744,2.3711553387363287,108.01079999999999
СЕС,Земля,Клін Солар Пауер (Iстерн Юереп) ,,Індія,ТОВ «ГЕА СОЛАР ГРУП»,Дніпропетровська ,,19.775,2020-02-14,2.0,1,2020.0,0.1503,0.0,0.1503,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,636.7723025415061,1098.0120642064678,1852.428516484381,2632.9881131481625,3241.7499038476667,3361.261421040207,3415.4150772680778,2952.3079481469827,2072.7778763081283,1331.4329962231486,616.2312605240381,520.9955202612322,23732.373
СЕС,Земля,,,,ТОВ «ГОРОДИЩЕ-ПУСТОВАРІВСЬКА АГРАРНА КОМПАНІЯ»,Київська ,,2.376,2020-02-14,2.0,1,2020.0,0.1503,0.0,0.1503,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.5092789298922,131.92802349201355,222.57244779605003,316.35801551656306,389.50178364308755,403.8612964041231,410.36795062396726,354.72483867495475,249.04779944920924,159.97394685341095,74.04123767408923,62.59850094263908,2851.48512
СЕС,Земля,,,,ТОВ «НІККОМ-СОЛАР» ,Чернігівська ,,0.603,2020-02-14,2.0,1,2020.0,0.1503,0.0,0.1503,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.417127607207494,33.48173323471556,56.48618940278543,80.28782969549138,98.8508314548745,102.49510173892517,104.14641171138562,90.02486436068926,63.20531273900386,40.599448633252024,18.790768652136283,15.8867407695334,723.6723599999999
СЕС,Земля,,,,ПП «ПІКЕТ-БУД-ТРАНС»,Волинська ,,0.49,2020-02-14,2.0,1,2020.0,0.1503,0.0,0.1503,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.778428735541743,27.207378582107165,45.900883594303245,65.24218333464474,80.32654629003068,83.28789361869542,84.62975412699662,73.1545332284208,51.36086773152884,32.99126008340546,15.269447163427495,12.909623510897788,588.0587999999999
СЕС,Дах,,,,КТ «ПП «В.А.Т. КОМПАНІЯ «ДНІПРО «І КОМПАНІЯ» ,Херсонська ,,0.6,2020-02-14,2.0,1,2020.0,0.1637,0.0,0.1637,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.320524982296014,33.315157447478164,56.205163584861126,79.88838775670784,98.35903627350694,101.98517585962703,103.6282703595877,89.57697946337242,62.89085844677001,40.39746132661893,18.697282240931624,15.807702258242191,720.072
СЕС,Дах,,,,ТОВ «САНБІМС ЕНЕРДЖІ»,Львівська ,,0.522,2020-02-14,2.0,1,2020.0,0.1637,0.0,0.1637,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.808856734597533,28.984186979306006,48.89849231882917,69.50289734833582,85.57236155795106,88.72710299787553,90.1565952128413,77.931972133134,54.71504684868991,35.14579135415847,16.266635549610516,13.752700964670707,626.4626400000001
СЕС,Дах,,,,ТОВ «СФЕРА ЕНЕРДЖІ» ,Вінницька ,,1.147,2020-02-14,2.0,1,2020.0,0.1637,0.0,0.1637,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.93440359115588,63.687475987095766,107.44553771972619,152.71996792823984,188.02969100952083,194.961661184987,198.10271017074518,171.2413257408136,120.22635773074201,77.22648023605319,35.74297121724763,30.219057483672984,1376.5376400000002
СЕС,Земля,,,,ТОВ «АВРОРА СОЛАР»,Івано-Франківська ,,2.139,2020-02-18,2.0,1,2020.0,0.1503,0.0,0.1503,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.8776715618853,118.76853630025965,200.37140818002985,284.80210235266344,350.6499643150523,363.5771519395704,369.4347838319301,319.34193178692266,224.2059103627351,144.01694962939646,66.65581118892123,56.35445855063341,2567.0566799999997
СЕС,Земля,,,,ТОВ «СОЛАР ЕНЕРДЖІ ПЛЮС»,Закарпатська ,,6.059,2020-02-18,2.0,1,2020.0,0.1503,0.0,0.1503,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.10510144621927,336.42756495711706,567.5784769344559,806.7395690298213,993.2623346352979,1029.8803008891339,1046.472816847903,904.5781976142893,635.0928522149659,407.94703029664015,188.81138849634124,159.6314466378157,7271.527080000001
СЕС,Земля,,,,ТОВ «СТРОЙ ЦЕНТР» ,Чернігівська ,,6.251,2020-02-18,2.0,1,2020.0,0.1126,0.0,0.1126,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.28766944055394,347.08841534031006,585.5641292816115,832.3038531119678,1024.7372262428203,1062.5155571642144,1079.6338633629712,933.2428310425685,655.2179269179323,420.8742179211582,194.79451881343934,164.68991136045324,7501.95012
СЕС,Дах,,,,ФОП СОСЮРА ОЛЕНА ВОЛОДИМИРІВНА,м. Київ  ,,0.2,2020-02-18,2.0,1,2020.0,0.1228,0.0,0.1228,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.440174994098673,11.105052482492724,18.73505452828704,26.62946258556928,32.78634542450232,33.99505861987568,34.54275678652923,29.858993154457472,20.963619482256675,13.465820442206311,6.232427413643876,5.269234086080731,240.02399999999997
СЕС,Земля,,,,ТОВ «УКРАЇНА-ЕНЕРГОВАТ»,Житомирська ,,3.077,2020-02-18,2.0,1,2020.0,0.1503,0.0,0.1503,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.08209228420804,170.85123244315054,288.2388139176961,409.69428187898336,504.41792435596824,523.0139768667873,531.4403131607522,459.3806096813282,322.5252857345189,207.1716475033441,95.885895758911,81.06716641435203,3692.76924
СЕС,Дах,,,,ТОВ «ІНДІАН ІСАТЕКС СОЛАР»,Запорізька  ,,0.523,2020-02-18,2.0,1,2020.0,0.1637,0.0,0.1637,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.841057609568026,29.03971224171847,48.992167591470604,69.63604466126367,85.73629328507357,88.89707829097492,90.32930899677393,78.0812670989063,54.819864946101205,35.2131204563695,16.297797686678734,13.77904713510111,627.6627600000002
СЕС,Земля,,,,ТОВ «СОЛАР ЕНЕРДЖІ ІНВЕСТМЕНТС УКРАЇНА»,Київська ,,5.832,2020-02-18,2.0,1,2020.0,0.1503,0.0,0.1503,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.79550282791726,323.82333038948775,546.31419004485,776.5151289952003,956.0498325784877,991.2959093555748,1007.2667878951924,870.6882403839797,611.2991441026045,392.66332409473597,181.73758338185542,153.6508659501141,6999.09984
СЕС,Земля,Scatec Solar,Scatec Solar,Норвегія,ТОВ «БОГУСЛАВЕНЕРДЖІ»,Київська ,,54.264,2020-02-21,2.0,1,2020.0,0.1503,0.0,0.1503,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1747.3482793988514,3013.0228395499257,5083.19499461484,7225.105788716657,8895.59124057597,9223.53930474467,9372.14077132111,8101.3420226674025,5687.8492379258805,3653.546402379416,1690.9822058698564,1429.6485922354238,65123.31168000001
СЕС,Земля,"Ат ""Фінанс Реал""",,Угорщина,ТОВ «ФРАНКО-СОЛАР»,Івано-Франківська ,,11.592,2020-02-21,2.0,1,2020.0,0.1503,0.0,0.1503,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373.27254265795904,643.6488418852782,1085.883760459517,1543.4436514595955,1900.296580804155,1970.3535976079947,2002.0981833472342,1730.627243232355,1215.0513851915966,780.4789528302776,361.23149289479903,305.40480762923914,13911.79104
СЕС,Земля,,,,ТОВ «БОЛГРАД ЕЛІОС»,Одеська ,,6.163,2020-02-21,2.0,1,2020.0,0.1126,0.0,0.1126,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.45399244315058,342.20219224801326,577.3207052891651,820.5868895743174,1010.3112342560389,1047.5577313714693,1064.4350503768983,920.1048740546071,645.9939343457394,414.9492569265874,192.05225075143602,162.37144836257772,7396.339560000001
СЕС,Земля,,,,ТОВ «МГВ»,Івано-Франківська ,,7.883,2020-02-21,2.0,1,2020.0,0.1503,0.0,0.1503,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.8394973923991,437.7056435974506,738.4421742324337,1049.6002678102134,1292.2738049067589,1339.9152355023998,1361.5027587410495,1176.8922151829413,826.2810618931467,530.7553127295616,245.65112650877336,207.68686150287198,9460.545960000001
СЕС,Земля,,,,ФОП СИРОЇЖКО ОЛЕКСІЙ ПЕТРОВИЧ,Хмельницька ,,0.201,2020-02-21,2.0,1,2020.0,0.1126,0.0,0.1126,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.472375869069164,11.160577744905186,18.828729800928475,26.762609898497132,32.95027715162484,34.16503391297506,34.715470570461875,30.008288120229757,21.068437579667957,13.533149544417343,6.263589550712094,5.295580256511133,241.22412000000006
СЕС,Дах,,,,«ТОВ «ВЕСЕЛКА СЕС»,Івано-Франківська ,,0.518,2020-02-21,2.0,1,2020.0,0.1637,0.0,0.1637,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.680053234715558,28.762085929656152,48.52379122826344,68.97030809662445,84.91663464946102,88.04720182547801,89.46574007711071,77.33479227004486,54.29577445904478,34.87647494531434,16.141987001337636,13.647316282949092,621.66216
СЕС,Дах,,,,«ТЗОВ «ЗАХІДУКРПОСТАЧ,Волинська ,,0.571,2020-02-21,2.0,1,2020.0,0.1637,0.0,0.1637,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.38669960815171,31.704924837516717,53.488580678259495,76.0271156818003,93.60501618695412,97.05589235974506,98.61957062554097,85.24742545597607,59.85113362184279,38.44491736249901,17.793580265953263,15.043663315760487,685.26852
СЕС,Дах,,,,ТОВ «МОСТМАРЕНЕРДЖИ» ,Одеська ,,0.233,2020-02-21,2.0,1,2020.0,0.1637,0.0,0.1637,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.502803868124953,12.937386142104021,21.826338525454403,31.02332391218821,38.1960924195452,39.60424329215517,40.242311656306555,34.78572702494296,24.422616696829024,15.687680815170353,7.260777936895115,6.1386577102840505,279.62796000000003
СЕС,Дах,,,,ТОВ «ТОРГОВИЙ ДІМ «ЗАХІДНА ЛИВАРНА ГРУПА» ,Волинська ,,0.979,2020-02-21,2.0,1,2020.0,0.1637,0.0,0.1637,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.52465659611299,54.35923190180187,91.70809191596506,130.35121935636164,160.48916085293885,166.40581194429146,169.08679447006057,146.15977149106934,102.6169173656464,65.9151910645999,30.507732189786772,25.79290085136518,1174.91748
СЕС,Дах,,,,ТОВ «ГРІН ЕНЕРДЖІ ІНВЕСТ»,Івано-Франківська ,,1.341,2020-02-21,2.0,1,2020.0,0.1637,0.0,0.1637,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.181373335431594,74.4593768951137,125.6185406121646,178.55054663624202,219.83244607128808,227.93686804626643,231.60918425367848,200.20454910063734,140.561068628531,90.28832606499331,41.78842580848218,35.330214547171295,1609.36092
СЕС,Земля,"овариство З Обмеженою Відповідальністю ""Емсолт Солар Енерджі""",,Туреччина,ТОВ «СОЛАР ЕСТЕЙТ»,Дніпропетровська ,,13.5,2020-02-28,2.0,1,2020.0,0.1503,0.0,0.1503,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.71181210166026,749.5910425682588,1264.6161806593752,1797.4887245259265,2213.0783161539066,2294.666456841608,2331.6360830907233,2015.4820379258795,1415.0443150523251,908.9428798489259,420.68885042096156,355.6733008104493,16201.620000000003
СЕС,Земля,,,,ТОВ «СОЛАРПАРК»,Київська ,,1.999,2020-02-28,2.0,1,2020.0,0.1503,0.0,0.1503,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.36954906601622,110.99499956251478,187.25687001022897,266.16147854276494,327.69952251790073,339.78061090565745,345.25485408135967,298.44063657880247,209.53137672515547,134.59087531985207,62.29311199937054,52.665994690376905,2399.03988
